epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.8367,2.46737,25.8902,0.81863,0.00368,0.03801,0.00338,0.00217,2.1122,23.0559,0.69325,0.0391696,0.000145932,0.000145932
2,41.4004,2.48176,24.3423,0.80587,0.00458,0.0349,0.00424,0.00279,2.1304,22.3475,0.69092,0.0324783,0.00026109,0.00026109
3,61.4397,2.48426,21.5471,0.78541,0.00629,0.06205,0.02413,0.01449,2.18062,21.1786,0.69533,0.0257444,0.000333632,0.000333632
4,81.6777,2.48538,18.6755,0.77818,0.00748,0.08946,0.03561,0.02165,2.23565,19.565,0.70753,0.0189679,0.000363556,0.000363556
5,101.546,2.41264,16.223,0.77008,0.00629,0.10378,0.03667,0.02399,2.2332,18.2312,0.71546,0.0121487,0.000350863,0.000350863
6,122.148,2.35369,15.1269,0.76901,0.90191,0.04735,0.04286,0.02735,2.25189,16.6725,0.71755,0.00528696,0.000295553,0.000295553
