trial,mAP@0.5,state,duration_seconds,optimizer,lr0,momentum,weight_decay,warmup_epochs,warmup_momentum,warmup_bias_lr,mosaic,mixup
4,0.2794388952781793,COMPLETE,70.430135,SGD,0.0006354128541270993,0.9390914149680019,0.0003623575371607693,0,0.5714930969997855,0.028261925335822943,0.9600243812142845,0.040333652560882796
3,0.08662624075806813,COMPLETE,66.12644,SGD,0.00028348617653782554,0.9381576352259738,0.0005661798292079105,1,0.5643180969880978,0.029075920365587593,0.8329734293093005,0.005427839577240575
1,0.08642368328644127,COMPLETE,77.829125,SGD,0.00020366442026830908,0.872008541182412,4.059611610484306e-05,2,0.6943752583889521,0.029122914019804193,0.8059264473611898,0.027898772130408367
2,0.08436575457629736,COMPLETE,66.580423,SGD,0.00016282163022174407,0.889558554543707,2.0017343384257716e-05,3,0.6162104995413485,0.015272986963649069,0.712404130685385,0.05582656009853853
0,0.004671799658779366,COMPLETE,121.324012,Adam,0.0010401663679887319,0.8687222368530924,2.0511104188433963e-05,0,0.8897792655987208,0.06011150117432088,0.8540362888980227,0.004116898859160489
5,0.00048681337239316785,COMPLETE,77.035372,AdamW,0.001806761316300694,0.920279945779173,0.0007515940010514291,0,0.6072243367553594,0.04004701585923898,0.9159117028093282,0.07767196450820435
