trial,mAP@0.5,state,duration_seconds,optimizer,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,warmup_bias_lr,hsv_h,hsv_s,hsv_v,scale,translate,mosaic,mixup,box,cls,dfl
1,0.03767573249152847,COMPLETE,82.399539,Adam,0.0029743624956974353,0.12274407820497062,0.9129815296507543,5.692203314794969e-05,3,0.7976654119539656,0.09639705131844271,0.04538736473066358,0.7836061767103539,0.7158648475327121,0.7642451988389807,0.021879670536597215,0.5408996429549441,0.06479705467491233,7.527204344867594,1.0279501437896141,0.8615505272015526
0,0.037400599102391754,COMPLETE,134.397067,Adam,0.0010401663679887319,0.1624074561769746,0.8687193424403443,1.3066739238053272e-05,3,0.770501755284444,0.07080725777960455,0.0020584494295802446,0.7879639408647978,0.7329770563201687,0.8274034664069656,0.03636499344142013,0.5917022549267169,0.06084844859190755,7.148538589793427,1.1479175279631737,0.9368437102970628
3,0.036746697717202,COMPLETE,84.401206,SGD,0.0018235379940966055,0.19739830637604217,0.9577868606129654,0.0001514912959216903,3,0.7723009333746259,0.08639230536803168,0.06988316110512859,0.7516891473545676,0.5924679614951686,0.7101483485920309,0.052790058555136195,0.9744172885218922,0.02400965735794154,7.250314365673889,1.1999055654410813,1.0717776251246334
4,0.030462259716469715,COMPLETE,85.088217,Adam,0.0020744284653995706,0.11287713143501954,0.8685852176760903,0.00010094377952377089,3,0.5890418554419901,0.07810484888161186,0.0720370628774468,0.6842948633963384,0.7564390595178256,0.7985317885511489,0.054878229360876045,0.5434672040667519,0.11637518504059235,5.921772081247226,0.6647956588012092,0.9035129187295441
2,0.014304565624226799,COMPLETE,84.933192,Adam,0.0006675693250997204,0.20016946012720685,0.9087667587009569,3.107150282598407e-05,3,0.8681210993814015,0.09614291203483502,0.05936760696663411,0.6149319551628336,0.5419016287003684,0.84756778644993,0.013380461302827856,0.5085254851167494,0.1313644666054551,8.901136146093187,1.1245625677499498,0.9038638027832644
